Registry,Project Type Category,Vintage Year,Project Count,project_ids,total_credits_issued,total_credits_retired,total_credits_remaining,retirement_rate
Gold Standard,Efficient appliances,2025,31,"[""GS11169"", ""GS11245"", ""GS11358"", ""GS12033"", ""GS12474"", ""GS12533"", ""GS13045"", ""GS13130"", ""GS2095"", ""GS447"", ""GS7637"", ""GS7639"", ""GS7640"", ""GS7641"", ""GS7642"", ""GS7643"", ""GS7644"", ""GS7645"", ""GS7646"", ""GS7647"", ""GS7648"", ""GS7649"", ""GS7650"", ""GS7651"", ""GS7671"", ""GS7672"", ""GS7687"", ""GS7688"", ""GS7689"", ""GS7690"", ""GS7691""]",862812,71711,791101,8.3
Gold Standard,Electric vehicles,2016,1,"[""GS4597""]",45967,0,45967,0.0
Gold Standard,Electric vehicles,2017,1,"[""GS4597""]",46838,0,46838,0.0
Gold Standard,Engineered Removals,2022,1,"[""GS11664""]",1,0,1,0.0
Gold Standard,Engineered Removals,2023,6,"[""GS11664"", ""GS11987"", ""GS12329"", ""GS12330"", ""GS12331"", ""GS12332""]",512,512,0,100.0
Gold Standard,Engineered Removals,2024,9,"[""GS11664"", ""GS11987"", ""GS12329"", ""GS12330"", ""GS12331"", ""GS12332"", ""GS12333"", ""GS12335"", ""GS13135""]",985,943,42,95.7
Gold Standard,Geothermal,2020,2,"[""GS11167"", ""GS11256""]",170459,154637,15822,90.7
Gold Standard,Geothermal,2021,3,"[""GS11167"", ""GS11256"", ""GS11400""]",918338,572726,345612,62.4
Gold Standard,Geothermal,2022,3,"[""GS11167"", ""GS11256"", ""GS11400""]",926726,886912,39814,95.7
Gold Standard,Geothermal,2023,3,"[""GS11167"", ""GS11256"", ""GS11400""]",915434,80403,835031,8.8
Gold Standard,Geothermal,2024,3,"[""GS11167"", ""GS11256"", ""GS11400""]",551154,3199,547955,0.6
Gold Standard,Heat recovery,2014,1,"[""GS2736""]",59334,25,59309,0.0
Gold Standard,Hydropower,2007,1,"[""GS355""]",87,87,0,100.0
Gold Standard,Hydropower,2008,1,"[""GS355""]",233,233,0,100.0
Gold Standard,Hydropower,2009,1,"[""GS355""]",314,314,0,100.0
Gold Standard,Hydropower,2010,2,"[""GS355"", ""GS872""]",8793,8793,0,100.0
Gold Standard,Hydropower,2011,3,"[""GS355"", ""GS872"", ""GS887""]",26375,26051,324,98.8
Gold Standard,Hydropower,2012,3,"[""GS355"", ""GS872"", ""GS887""]",40690,40690,0,100.0
Gold Standard,Hydropower,2013,2,"[""GS872"", ""GS887""]",28431,28431,0,100.0
Gold Standard,Hydropower,2014,1,"[""GS872""]",7232,7232,0,100.0
Gold Standard,Hydropower,2015,1,"[""GS872""]",17430,17430,0,100.0
Gold Standard,Hydropower,2016,1,"[""GS10355""]",21121,21121,0,100.0
Gold Standard,Hydropower,2017,1,"[""GS10355""]",18559,18559,0,100.0
Gold Standard,Hydropower,2018,1,"[""GS4822""]",35143,30461,4682,86.7
Gold Standard,Hydropower,2019,1,"[""GS4822""]",60378,5048,55330,8.4
Gold Standard,Hydropower,2020,1,"[""GS4822""]",72951,12055,60896,16.5
Gold Standard,Hydropower,2021,1,"[""GS4822""]",56026,4325,51701,7.7
Gold Standard,Hydropower,2022,1,"[""GS872""]",446,0,446,0.0
Gold Standard,Hydropower,2023,2,"[""GS729"", ""GS872""]",16387,0,16387,0.0
Gold Standard,Hydropower,2024,3,"[""GS12624"", ""GS729"", ""GS872""]",21918,0,21918,0.0
Gold Standard,Hydropower,2025,1,"[""GS12624""]",5872,0,5872,0.0
Gold Standard,Industrial efficiency,2007,2,"[""GS340"", ""GS414""]",32009,31831,178,99.4
Gold Standard,Industrial efficiency,2008,3,"[""GS414"", ""GS561"", ""GS775""]",22938,22938,0,100.0
Gold Standard,Industrial efficiency,2009,8,"[""GS393"", ""GS414"", ""GS561"", ""GS666"", ""GS671"", ""GS775"", ""GS986"", ""GS987""]",66610,66466,144,99.8
Gold Standard,Industrial efficiency,2010,15,"[""GS1039"", ""GS1042"", ""GS414"", ""GS561"", ""GS609"", ""GS666"", ""GS671"", ""GS986"", ""GS987"", ""GS988"", ""GS989"", ""GS990"", ""GS991"", ""GS992"", ""GS993""]",150748,150748,0,100.0
Gold Standard,Industrial efficiency,2011,17,"[""GS1039"", ""GS1040"", ""GS1042"", ""GS1167"", ""GS414"", ""GS561"", ""GS609"", ""GS666"", ""GS671"", ""GS986"", ""GS987"", ""GS988"", ""GS989"", ""GS990"", ""GS991"", ""GS992"", ""GS993""]",245176,244796,380,99.8
Gold Standard,Industrial efficiency,2012,20,"[""GS1006"", ""GS1039"", ""GS1040"", ""GS1042"", ""GS1167"", ""GS1294"", ""GS3364"", ""GS3365"", ""GS414"", ""GS561"", ""GS609"", ""GS666"", ""GS671"", ""GS986"", ""GS987"", ""GS988"", ""GS989"", ""GS991"", ""GS992"", ""GS993""]",297368,296763,605,99.8
Gold Standard,Industrial efficiency,2013,17,"[""GS1006"", ""GS1042"", ""GS1167"", ""GS1294"", ""GS2525"", ""GS2767"", ""GS3364"", ""GS3365"", ""GS3366"", ""GS414"", ""GS6586"", ""GS666"", ""GS986"", ""GS988"", ""GS989"", ""GS992"", ""GS993""]",437859,409136,28723,93.4
Gold Standard,Industrial efficiency,2014,18,"[""GS1006"", ""GS1042"", ""GS1167"", ""GS1294"", ""GS2525"", ""GS2767"", ""GS3364"", ""GS3365"", ""GS3366"", ""GS3367"", ""GS414"", ""GS6498"", ""GS666"", ""GS986"", ""GS988"", ""GS989"", ""GS992"", ""GS993""]",471334,421733,49601,89.5
Gold Standard,Industrial efficiency,2015,23,"[""GS1006"", ""GS1042"", ""GS1167"", ""GS1294"", ""GS2525"", ""GS2767"", ""GS3364"", ""GS3365"", ""GS3366"", ""GS3367"", ""GS414"", ""GS5634"", ""GS5635"", ""GS5636"", ""GS5637"", ""GS6498"", ""GS6586"", ""GS666"", ""GS986"", ""GS988"", ""GS989"", ""GS992"", ""GS993""]",582999,485402,97597,83.3
Gold Standard,Industrial efficiency,2016,23,"[""GS1006"", ""GS1042"", ""GS1294"", ""GS2525"", ""GS2767"", ""GS3364"", ""GS3365"", ""GS3366"", ""GS3367"", ""GS414"", ""GS5383"", ""GS5447"", ""GS5634"", ""GS5635"", ""GS5636"", ""GS5637"", ""GS6498"", ""GS6586"", ""GS666"", ""GS988"", ""GS989"", ""GS992"", ""GS993""]",447842,313702,134140,70.0
Gold Standard,Industrial efficiency,2017,28,"[""GS1006"", ""GS1042"", ""GS1294"", ""GS2525"", ""GS3364"", ""GS3365"", ""GS3366"", ""GS3367"", ""GS414"", ""GS5317"", ""GS5383"", ""GS5447"", ""GS5634"", ""GS5635"", ""GS5636"", ""GS5637"", ""GS6101"", ""GS6108"", ""GS6444"", ""GS6445"", ""GS6498"", ""GS6513"", ""GS6597"", ""GS666"", ""GS7361"", ""GS988"", ""GS989"", ""GS993""]",562760,330318,232442,58.7
Gold Standard,Industrial efficiency,2018,24,"[""GS1006"", ""GS1042"", ""GS1294"", ""GS2525"", ""GS3365"", ""GS3366"", ""GS3367"", ""GS5317"", ""GS5634"", ""GS5635"", ""GS5636"", ""GS5637"", ""GS6101"", ""GS6108"", ""GS6264"", ""GS6444"", ""GS6445"", ""GS6513"", ""GS6586"", ""GS6597"", ""GS666"", ""GS7361"", ""GS7467"", ""GS7531""]",676134,386463,289671,57.2
Gold Standard,Industrial efficiency,2019,22,"[""GS1042"", ""GS1294"", ""GS2525"", ""GS3366"", ""GS3367"", ""GS5317"", ""GS5634"", ""GS5635"", ""GS5636"", ""GS5637"", ""GS6101"", ""GS6108"", ""GS6256"", ""GS6264"", ""GS6271"", ""GS6444"", ""GS6445"", ""GS6513"", ""GS6597"", ""GS666"", ""GS7467"", ""GS7531""]",533734,220529,313205,41.3
Gold Standard,Industrial efficiency,2020,20,"[""GS1042"", ""GS1294"", ""GS2525"", ""GS3852"", ""GS5317"", ""GS5634"", ""GS5635"", ""GS5636"", ""GS5637"", ""GS6101"", ""GS6108"", ""GS6256"", ""GS6264"", ""GS6271"", ""GS6444"", ""GS6445"", ""GS6513"", ""GS6597"", ""GS7467"", ""GS7531""]",698285,311063,387222,44.5
Gold Standard,Industrial efficiency,2021,11,"[""GS1294"", ""GS2525"", ""GS3852"", ""GS5317"", ""GS5634"", ""GS5635"", ""GS5636"", ""GS5637"", ""GS6256"", ""GS6597"", ""GS7467""]",474475,239264,235211,50.4
Gold Standard,Industrial efficiency,2022,15,"[""GS11627"", ""GS11986"", ""GS1294"", ""GS2525"", ""GS3852"", ""GS5317"", ""GS5634"", ""GS5635"", ""GS5636"", ""GS5637"", ""GS6256"", ""GS6271"", ""GS6272"", ""GS6597"", ""GS7467""]",535648,438722,96926,81.9
Gold Standard,Industrial efficiency,2023,6,"[""GS11627"", ""GS11663"", ""GS12327"", ""GS2525"", ""GS6256"", ""GS7467""]",121480,121259,221,99.8
Gold Standard,Industrial efficiency,2024,3,"[""GS11627"", ""GS11663"", ""GS12327""]",628,627,1,99.8
Gold Standard,Landfill gas,2007,2,"[""GS397"", ""GS440""]",206996,205712,1284,99.4
Gold Standard,Landfill gas,2008,2,"[""GS397"", ""GS440""]",489334,477607,11727,97.6
Gold Standard,Landfill gas,2009,3,"[""GS397"", ""GS440"", ""GS458""]",573147,544209,28938,95.0
Gold Standard,Landfill gas,2010,4,"[""GS397"", ""GS440"", ""GS458"", ""GS707""]",854339,814123,40216,95.3
Gold Standard,Landfill gas,2011,8,"[""GS1016"", ""GS1061"", ""GS397"", ""GS440"", ""GS458"", ""GS675"", ""GS707"", ""GS715""]",1443576,1359958,83618,94.2
Gold Standard,Landfill gas,2012,12,"[""GS1013"", ""GS1016"", ""GS1061"", ""GS1068"", ""GS1370"", ""GS1371"", ""GS397"", ""GS440"", ""GS458"", ""GS675"", ""GS707"", ""GS715""]",2725150,1919630,805520,70.4
Gold Standard,Landfill gas,2013,13,"[""GS1013"", ""GS1016"", ""GS1061"", ""GS1068"", ""GS1370"", ""GS1371"", ""GS3434"", ""GS397"", ""GS440"", ""GS458"", ""GS675"", ""GS707"", ""GS715""]",4382099,3087877,1294222,70.5
Gold Standard,Landfill gas,2014,9,"[""GS1013"", ""GS1061"", ""GS1370"", ""GS1371"", ""GS3434"", ""GS397"", ""GS440"", ""GS707"", ""GS745""]",3457581,2360329,1097252,68.3
Gold Standard,Landfill gas,2015,6,"[""GS1013"", ""GS1061"", ""GS3434"", ""GS397"", ""GS707"", ""GS745""]",2278055,1637006,641049,71.9
Gold Standard,Landfill gas,2016,6,"[""GS1013"", ""GS1061"", ""GS3434"", ""GS397"", ""GS707"", ""GS745""]",2487208,1900645,586563,76.4
Gold Standard,Landfill gas,2017,4,"[""GS1013"", ""GS3434"", ""GS397"", ""GS745""]",438907,312714,126193,71.2
Gold Standard,Landfill gas,2018,3,"[""GS3434"", ""GS397"", ""GS745""]",372156,233358,138798,62.7
Gold Standard,Landfill gas,2019,5,"[""GS1061"", ""GS3434"", ""GS397"", ""GS707"", ""GS745""]",733690,278536,455154,38.0
Gold Standard,Landfill gas,2020,5,"[""GS1061"", ""GS3434"", ""GS397"", ""GS707"", ""GS745""]",1510928,362624,1148304,24.0
Gold Standard,Landfill gas,2021,11,"[""GS1061"", ""GS11538"", ""GS12045"", ""GS12047"", ""GS12147"", ""GS12482"", ""GS3434"", ""GS397"", ""GS6193"", ""GS707"", ""GS745""]",2106230,1076999,1029231,51.1
Gold Standard,Landfill gas,2022,12,"[""GS1068"", ""GS11538"", ""GS11662"", ""GS12045"", ""GS12047"", ""GS12147"", ""GS12482"", ""GS3434"", ""GS397"", ""GS6193"", ""GS707"", ""GS715""]",2227300,727386,1499914,32.7
Gold Standard,Landfill gas,2023,13,"[""GS1068"", ""GS11538"", ""GS11662"", ""GS12045"", ""GS12047"", ""GS12147"", ""GS12199"", ""GS12205"", ""GS12482"", ""GS12786"", ""GS3434"", ""GS6193"", ""GS715""]",1625823,658616,967207,40.5
Gold Standard,Landfill gas,2024,6,"[""GS12147"", ""GS12199"", ""GS12205"", ""GS12482"", ""GS12786"", ""GS3434""]",780094,119967,660127,15.4
Gold Standard,Landfill gas,2025,2,"[""GS12199"", ""GS12205""]",90185,0,90185,0.0
Gold Standard,Mixed renewables,2001,1,"[""GS343""]",8560,0,8560,0.0
Gold Standard,Mixed renewables,2002,1,"[""GS343""]",16362,0,16362,0.0
Gold Standard,Mixed renewables,2003,1,"[""GS343""]",17606,0,17606,0.0
Gold Standard,Mixed renewables,2006,4,"[""GS343"", ""GS344"", ""GS382"", ""GS395""]",30517,0,30517,0.0
Gold Standard,Mixed renewables,2007,14,"[""GS343"", ""GS344"", ""GS347"", ""GS368"", ""GS382"", ""GS383"", ""GS395"", ""GS417"", ""GS423"", ""GS439"", ""GS455"", ""GS457"", ""GS616"", ""GS628""]",287339,186289,101050,64.8
Gold Standard,Mixed renewables,2008,33,"[""GS343"", ""GS344"", ""GS347"", ""GS367"", ""GS368"", ""GS369"", ""GS375"", ""GS382"", ""GS383"", ""GS395"", ""GS417"", ""GS419"", ""GS423"", ""GS438"", ""GS439"", ""GS441"", ""GS449"", ""GS452"", ""GS457"", ""GS470"", ""GS472"", ""GS503"", ""GS513"", ""GS514"", ""GS547"", ""GS554"", ""GS566"", ""GS616"", ""GS628"", ""GS633"", ""GS777"", ""GS784"", ""GS866""]",1468587,948812,519775,64.6
Gold Standard,Mixed renewables,2009,46,"[""GS343"", ""GS344"", ""GS347"", ""GS367"", ""GS368"", ""GS369"", ""GS375"", ""GS382"", ""GS383"", ""GS390"", ""GS395"", ""GS399"", ""GS401"", ""GS417"", ""GS419"", ""GS423"", ""GS436"", ""GS437"", ""GS438"", ""GS439"", ""GS441"", ""GS449"", ""GS452"", ""GS460"", ""GS470"", ""GS472"", ""GS482"", ""GS503"", ""GS518"", ""GS545"", ""GS547"", ""GS554"", ""GS565"", ""GS566"", ""GS567"", ""GS577"", ""GS601"", ""GS633"", ""GS634"", ""GS636"", ""GS765"", ""GS777"", ""GS784"", ""GS835"", ""GS836"", ""GS866""]",1840754,1152443,688311,62.6
Gold Standard,Mixed renewables,2010,57,"[""GS343"", ""GS347"", ""GS353"", ""GS367"", ""GS368"", ""GS369"", ""GS375"", ""GS382"", ""GS383"", ""GS390"", ""GS395"", ""GS399"", ""GS401"", ""GS417"", ""GS423"", ""GS436"", ""GS437"", ""GS438"", ""GS439"", ""GS441"", ""GS445"", ""GS449"", ""GS452"", ""GS460"", ""GS470"", ""GS472"", ""GS481"", ""GS482"", ""GS503"", ""GS518"", ""GS545"", ""GS547"", ""GS554"", ""GS565"", ""GS566"", ""GS567"", ""GS576"", ""GS577"", ""GS601"", ""GS607"", ""GS612"", ""GS617"", ""GS633"", ""GS634"", ""GS635"", ""GS636"", ""GS637"", ""GS642"", ""GS663"", ""GS687"", ""GS710"", ""GS733"", ""GS765"", ""GS768"", ""GS778"", ""GS835"", ""GS931""]",2153536,1421019,732517,66.0
Gold Standard,Mixed renewables,2011,71,"[""GS1072"", ""GS1098"", ""GS1100"", ""GS1101"", ""GS1103"", ""GS1104"", ""GS1228"", ""GS1244"", ""GS1310"", ""GS2091"", ""GS2092"", ""GS2402"", ""GS2403"", ""GS347"", ""GS353"", ""GS367"", ""GS368"", ""GS369"", ""GS375"", ""GS382"", ""GS390"", ""GS395"", ""GS399"", ""GS401"", ""GS423"", ""GS436"", ""GS437"", ""GS438"", ""GS439"", ""GS441"", ""GS445"", ""GS449"", ""GS460"", ""GS470"", ""GS472"", ""GS481"", ""GS482"", ""GS503"", ""GS505"", ""GS518"", ""GS545"", ""GS547"", ""GS554"", ""GS565"", ""GS566"", ""GS574"", ""GS576"", ""GS577"", ""GS601"", ""GS612"", ""GS617"", ""GS633"", ""GS634"", ""GS635"", ""GS636"", ""GS637"", ""GS642"", ""GS663"", ""GS687"", ""GS702"", ""GS710"", ""GS730"", ""GS733"", ""GS765"", ""GS768"", ""GS778"", ""GS835"", ""GS841"", ""GS906"", ""GS931"", ""GS963""]",2794785,2104312,690473,75.3
Gold Standard,Mixed renewables,2012,93,"[""GS1059"", ""GS1067"", ""GS1072"", ""GS1098"", ""GS1100"", ""GS1101"", ""GS1103"", ""GS1104"", ""GS1178"", ""GS1228"", ""GS1244"", ""GS1288"", ""GS1310"", ""GS1311"", ""GS1312"", ""GS1313"", ""GS1314"", ""GS1315"", ""GS1347"", ""GS1689"", ""GS1692"", ""GS1746"", ""GS1747"", ""GS2091"", ""GS2092"", ""GS2402"", ""GS2403"", ""GS2483"", ""GS2502"", ""GS2503"", ""GS2553"", ""GS2895"", ""GS347"", ""GS353"", ""GS367"", ""GS368"", ""GS369"", ""GS375"", ""GS382"", ""GS390"", ""GS395"", ""GS399"", ""GS4124"", ""GS4126"", ""GS423"", ""GS436"", ""GS437"", ""GS438"", ""GS439"", ""GS441"", ""GS445"", ""GS460"", ""GS470"", ""GS472"", ""GS481"", ""GS482"", ""GS503"", ""GS518"", ""GS545"", ""GS547"", ""GS565"", ""GS566"", ""GS567"", ""GS574"", ""GS576"", ""GS577"", ""GS601"", ""GS612"", ""GS617"", ""GS621"", ""GS622"", ""GS633"", ""GS634"", ""GS635"", ""GS636"", ""GS642"", ""GS653"", ""GS663"", ""GS670"", ""GS687"", ""GS702"", ""GS710"", ""GS730"", ""GS733"", ""GS765"", ""GS768"", ""GS835"", ""GS841"", ""GS906"", ""GS931"", ""GS961"", ""GS963"", ""GS971""]",3070898,2176742,894156,70.9
Gold Standard,Mixed renewables,2013,149,"[""GS1059"", ""GS10656"", ""GS1067"", ""GS1072"", ""GS1098"", ""GS1100"", ""GS1101"", ""GS1103"", ""GS1104"", ""GS1178"", ""GS1207"", ""GS1228"", ""GS1244"", ""GS1286"", ""GS1288"", ""GS1306"", ""GS1310"", ""GS1311"", ""GS1312"", ""GS1313"", ""GS1314"", ""GS1315"", ""GS1347"", ""GS1368"", ""GS1378"", ""GS1588"", ""GS1689"", ""GS1692"", ""GS1693"", ""GS1695"", ""GS1696"", ""GS1697"", ""GS1699"", ""GS1700"", ""GS1701"", ""GS1702"", ""GS1703"", ""GS1704"", ""GS1705"", ""GS1706"", ""GS1707"", ""GS1708"", ""GS1709"", ""GS1710"", ""GS1711"", ""GS1712"", ""GS1713"", ""GS1714"", ""GS1715"", ""GS1716"", ""GS1717"", ""GS1718"", ""GS1719"", ""GS1720"", ""GS1721"", ""GS1722"", ""GS1723"", ""GS1724"", ""GS1725"", ""GS1726"", ""GS1727"", ""GS1728"", ""GS1730"", ""GS1731"", ""GS1738"", ""GS1746"", ""GS1747"", ""GS1890"", ""GS2300"", ""GS2405"", ""GS2478"", ""GS2483"", ""GS2487"", ""GS2488"", ""GS2501"", ""GS2502"", ""GS2503"", ""GS2534"", ""GS2539"", ""GS2553"", ""GS2640"", ""GS2641"", ""GS2644"", ""GS2664"", ""GS2665"", ""GS2678"", ""GS2679"", ""GS2680"", ""GS3014"", ""GS3015"", ""GS3028"", ""GS3344"", ""GS3379"", ""GS3405"", ""GS3429"", ""GS347"", ""GS353"", ""GS3664"", ""GS367"", ""GS369"", ""GS382"", ""GS390"", ""GS395"", ""GS3958"", ""GS399"", ""GS423"", ""GS424"", ""GS439"", ""GS441"", ""GS445"", ""GS460"", ""GS472"", ""GS481"", ""GS482"", ""GS503"", ""GS505"", ""GS518"", ""GS5404"", ""GS560"", ""GS565"", ""GS566"", ""GS567"", ""GS576"", ""GS601"", ""GS612"", ""GS617"", ""GS621"", ""GS622"", ""GS633"", ""GS634"", ""GS642"", ""GS662"", ""GS663"", ""GS670"", ""GS702"", ""GS710"", ""GS730"", ""GS733"", ""GS746"", ""GS765"", ""GS768"", ""GS835"", ""GS841"", ""GS906"", ""GS917"", ""GS931"", ""GS961"", ""GS963"", ""GS971""]",4206388,2317999,1888389,55.1
Gold Standard,Mixed renewables,2014,154,"[""GS1001"", ""GS10410"", ""GS1059"", ""GS10656"", ""GS10661"", ""GS1067"", ""GS1072"", ""GS10830"", ""GS1098"", ""GS1100"", ""GS1101"", ""GS1103"", ""GS1104"", ""GS1128"", ""GS1178"", ""GS1207"", ""GS1228"", ""GS1237"", ""GS1244"", ""GS1286"", ""GS1288"", ""GS1303"", ""GS1306"", ""GS1347"", ""GS1368"", ""GS1378"", ""GS1588"", ""GS1692"", ""GS1693"", ""GS1695"", ""GS1696"", ""GS1697"", ""GS1699"", ""GS1700"", ""GS1701"", ""GS1702"", ""GS1703"", ""GS1704"", ""GS1705"", ""GS1706"", ""GS1707"", ""GS1708"", ""GS1709"", ""GS1710"", ""GS1711"", ""GS1712"", ""GS1713"", ""GS1714"", ""GS1715"", ""GS1716"", ""GS1717"", ""GS1718"", ""GS1719"", ""GS1720"", ""GS1721"", ""GS1722"", ""GS1723"", ""GS1724"", ""GS1725"", ""GS1726"", ""GS1727"", ""GS1728"", ""GS1730"", ""GS1731"", ""GS1738"", ""GS1890"", ""GS2300"", ""GS2405"", ""GS2478"", ""GS2483"", ""GS2487"", ""GS2488"", ""GS2498"", ""GS2499"", ""GS2501"", ""GS2502"", ""GS2503"", ""GS2534"", ""GS2539"", ""GS2553"", ""GS2640"", ""GS2641"", ""GS2644"", ""GS2664"", ""GS2665"", ""GS2678"", ""GS2679"", ""GS2680"", ""GS2682"", ""GS2715"", ""GS2766"", ""GS3014"", ""GS3015"", ""GS3016"", ""GS3028"", ""GS3305"", ""GS3344"", ""GS3379"", ""GS3405"", ""GS3429"", ""GS353"", ""GS3567"", ""GS3664"", ""GS367"", ""GS382"", ""GS390"", ""GS3946"", ""GS395"", ""GS3958"", ""GS4124"", ""GS423"", ""GS4238"", ""GS424"", ""GS4288"", ""GS436"", ""GS441"", ""GS4425"", ""GS4426"", ""GS445"", ""GS4546"", ""GS4603"", ""GS472"", ""GS482"", ""GS4824"", ""GS505"", ""GS518"", ""GS5404"", ""GS554"", ""GS560"", ""GS565"", ""GS566"", ""GS567"", ""GS576"", ""GS601"", ""GS612"", ""GS617"", ""GS633"", ""GS634"", ""GS642"", ""GS659"", ""GS662"", ""GS670"", ""GS730"", ""GS733"", ""GS746"", ""GS765"", ""GS768"", ""GS835"", ""GS906"", ""GS917"", ""GS931"", ""GS961"", ""GS963"", ""GS971""]",5550464,3074766,2475698,55.4
Gold Standard,Mixed renewables,2015,172,"[""GS1001"", ""GS1003"", ""GS10410"", ""GS1059"", ""GS10656"", ""GS10662"", ""GS1067"", ""GS1098"", ""GS1100"", ""GS1101"", ""GS1103"", ""GS1104"", ""GS1128"", ""GS1134"", ""GS1173"", ""GS1178"", ""GS1208"", ""GS1228"", ""GS1230"", ""GS1237"", ""GS1244"", ""GS1286"", ""GS1288"", ""GS1303"", ""GS1306"", ""GS1347"", ""GS1367"", ""GS1368"", ""GS1693"", ""GS1695"", ""GS1696"", ""GS1697"", ""GS1699"", ""GS1700"", ""GS1701"", ""GS1702"", ""GS1703"", ""GS1704"", ""GS1705"", ""GS1706"", ""GS1707"", ""GS1708"", ""GS1709"", ""GS1710"", ""GS1711"", ""GS1712"", ""GS1713"", ""GS1714"", ""GS1715"", ""GS1716"", ""GS1717"", ""GS1718"", ""GS1719"", ""GS1720"", ""GS1721"", ""GS1722"", ""GS1723"", ""GS1724"", ""GS1725"", ""GS1726"", ""GS1727"", ""GS1728"", ""GS1730"", ""GS1731"", ""GS1738"", ""GS1890"", ""GS2300"", ""GS2405"", ""GS2464"", ""GS2468"", ""GS2475"", ""GS2483"", ""GS2487"", ""GS2488"", ""GS2490"", ""GS2498"", ""GS2499"", ""GS2501"", ""GS2502"", ""GS2503"", ""GS2535"", ""GS2539"", ""GS2542"", ""GS2553"", ""GS2587"", ""GS2640"", ""GS2641"", ""GS2644"", ""GS2664"", ""GS2665"", ""GS2678"", ""GS2679"", ""GS2680"", ""GS2682"", ""GS2691"", ""GS2713"", ""GS2714"", ""GS2715"", ""GS2766"", ""GS3014"", ""GS3015"", ""GS3016"", ""GS3305"", ""GS3344"", ""GS3379"", ""GS3405"", ""GS3429"", ""GS3512"", ""GS3567"", ""GS3606"", ""GS3664"", ""GS367"", ""GS382"", ""GS390"", ""GS395"", ""GS3958"", ""GS3965"", ""GS3969"", ""GS423"", ""GS4238"", ""GS424"", ""GS4273"", ""GS4288"", ""GS436"", ""GS441"", ""GS4425"", ""GS4426"", ""GS445"", ""GS4530"", ""GS4532"", ""GS4546"", ""GS4596"", ""GS4603"", ""GS4613"", ""GS4614"", ""GS4615"", ""GS4688"", ""GS4707"", ""GS472"", ""GS482"", ""GS4824"", ""GS5007"", ""GS5013"", ""GS505"", ""GS518"", ""GS5199"", ""GS5404"", ""GS554"", ""GS560"", ""GS565"", ""GS566"", ""GS567"", ""GS601"", ""GS612"", ""GS617"", ""GS633"", ""GS634"", ""GS642"", ""GS670"", ""GS702"", ""GS730"", ""GS733"", ""GS744"", ""GS765"", ""GS768"", ""GS835"", ""GS906"", ""GS917"", ""GS931"", ""GS961"", ""GS963"", ""GS971""]",6364444,3686341,2678103,57.9
